name,category,availability,status,primary_url,description
Scale,Human Annotation and Labeling,commercial,active,https://scale.com,Scale AI provides managed expert data annotation and human evaluation at frontier-lab scale.
Surge AI,Human Annotation and Labeling,commercial,active,https://www.surgehq.ai,Surge AI provides human data labeling and RLHF workforces used by frontier labs.
Toloka,Human Annotation and Labeling,commercial,active,https://toloka.ai,Toloka provides a global expert workforce for AI data and human evaluation.
SuperAnnotate,Human Annotation and Labeling,commercial,active,https://www.superannotate.com,SuperAnnotate is an enterprise annotation platform including LLM evaluation and fine-tuning data workflows.
Encord,Human Annotation and Labeling,commercial,active,https://encord.com,"Encord is a data development platform with annotation and model-evaluation tooling, strongest in vision."
MLflow,Classic ML Evaluation and Monitoring,open-source,active,https://github.com/mlflow/mlflow,"MLflow provides experiment tracking, a model registry, and evaluation for ML and GenAI."
Weights & Biases,Classic ML Evaluation and Monitoring,open-core,active,https://wandb.ai,"Weights & Biases provides experiment tracking, sweeps, a model registry, and reports, plus Weave for LLM work."
Comet,Classic ML Evaluation and Monitoring,open-core,active,https://www.comet.com,"Comet provides experiment management and production model monitoring, plus Opik for LLM work."
ClearML,Classic ML Evaluation and Monitoring,open-core,active,https://github.com/clearml/clearml,"ClearML is an open-source MLOps suite for experiments, orchestration, and serving."
DVC,Classic ML Evaluation and Monitoring,open-source,active,https://github.com/iterative/dvc,DVC provides Git-based data and experiment versioning.
Deepchecks,Classic ML Evaluation and Monitoring,open-core,active,https://github.com/deepchecks/deepchecks,"Deepchecks tests and validates ML models and data from research to production, and offers an LLM evaluation product."
Great Expectations,Classic ML Evaluation and Monitoring,open-source,active,https://github.com/great-expectations/great_expectations,Great Expectations is a widely used framework for data quality testing and validation.
whylogs,Classic ML Evaluation and Monitoring,open-source,active,https://github.com/whylabs/whylogs,whylogs is an open standard for data logging and ML telemetry profiles.
NannyML,Classic ML Evaluation and Monitoring,open-source,active,https://github.com/NannyML/nannyml,NannyML estimates post-deployment model performance and detects silent failure without ground truth.
Fairlearn,Classic ML Evaluation and Monitoring,open-source,active,https://github.com/fairlearn/fairlearn,Fairlearn is a Python package for assessing and improving the fairness of ML models.
AI Fairness 360,Classic ML Evaluation and Monitoring,open-source,active,https://github.com/Trusted-AI/AIF360,"AIF360, from IBM (now LF AI), is a toolkit of fairness metrics and bias-mitigation algorithms."
Alibi Detect,Classic ML Evaluation and Monitoring,open-source,active,https://github.com/SeldonIO/alibi-detect,"Alibi Detect, from Seldon, provides outlier, adversarial, and drift detection for ML systems."
Cleanlab,Classic ML Evaluation and Monitoring,open-source,active,https://github.com/cleanlab/cleanlab,Cleanlab automatically detects label errors and data issues in ML datasets (data-centric evaluation).
Fiddler,Classic ML Evaluation and Monitoring,commercial,active,https://www.fiddler.ai,"Fiddler provides enterprise AI observability: model monitoring, explainability, and LLM monitoring."
Evidently,Classic ML Evaluation and Monitoring,open-core,active,https://github.com/evidentlyai/evidently,"Evidently provides drift detection, data quality checks, and performance monitoring for ML and LLM systems."
Literal AI,Discontinued and Historical Tools,discontinued,discontinued,https://literalai.com,"Literal AI, from the Chainlit team, announced its service shutdown effective October 31, 2025."
Neptune,Discontinued and Historical Tools,discontinued,discontinued,https://neptune.ai,Neptune's hosted experiment tracker was discontinued in March 2026 following the company's acquisition; existing users were migrated off the platform.
WhyLabs Platform,Discontinued and Historical Tools,discontinued,discontinued,https://whylabs.ai,The hosted WhyLabs observability platform discontinued operations; the open-source whylogs and LangKit libraries remain available.
OpenAI Evals (hosted),Discontinued and Historical Tools,discontinued,discontinued,https://platform.openai.com/docs/guides/evals,OpenAI announced the hosted Evals dashboard/API will shut down in late 2026; the open-source `openai/evals` repository remains available in maintenance mode.
Arthur Bench,Discontinued and Historical Tools,discontinued,discontinued,https://github.com/arthur-ai/bench,Arthur Bench is no longer actively developed; Arthur's commercial platform continues.
